Node	Part
§ 61.311   What flight proficiency requirements must I meet to apply for a sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.313   What aeronautical experience must I have to apply for a sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.315   What are the privileges and limits of my sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.317   Is my sport pilot certificate issued with aircraft category and class ratings?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.321   How do I obtain privileges to operate an additional category or class of light-sport aircraft?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.325   How do I obtain privileges to operate a light-sport aircraft at an airport within, or in airspace within, Class B, C, and D airspace, or in other airspace with an airport having an operational control tower?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.327   Are there specific endorsement requirements to operate a light-sport aircraft based on V	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.401   What is the purpose of this subpart?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.403   What are the age, language, and pilot certificate requirements for a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.405   What tests do I have to take to obtain a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.407   What aeronautical knowledge must I have to apply for a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.409   What flight proficiency requirements must I meet to apply for a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.411   What aeronautical experience must I have to apply for a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.412   Do I need additional training to provide instruction on control and maneuvering an airplane solely by reference to the instruments in a light-sport aircraft based on V	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.413   What are the privileges of my flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.415   What are the limits of a flight instructor certificate with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.417   Will my flight instructor certificate with a sport pilot rating list aircraft category and class ratings?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.419   How do I obtain privileges to provide training in an additional category or class of light-sport aircraft?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.421   May I give myself an endorsement?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.423   What are the recordkeeping requirements for a flight instructor with a sport pilot rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.425   How do I renew my flight instructor certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.427   What must I do if my flight instructor certificate with a sport pilot rating expires?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.429   May I exercise the privileges of a flight instructor certificate with a sport pilot rating if I hold a flight instructor certificate with another rating?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 63.1   Applicability.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.2   Certification of foreign flight crewmembers other than pilots.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.3   Certificates and ratings required.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.11   Application and issue.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.12   Offenses involving alcohol or drugs.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.12a   Refusal to submit to an alcohol test or to furnish test results.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.13   Temporary certificate.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.14   Security disqualification.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.15   Duration of certificates.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.16   Change of name; replacement of lost or destroyed certificate.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.17   Tests: General procedure.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.18   Written tests: Cheating or other unauthorized conduct.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.19   Operations during physical deficiency.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.20   Applications, certificates, logbooks, reports, and records; falsification, reproduction, or alteration.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.21   Change of address.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.23   Special purpose flight engineer and flight navigator certificates: Operation of U.S.-registered civil airplanes leased by a person not a U.S. citizen.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.31   Eligibility requirements; general.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.33   Aircraft ratings.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.35   Knowledge requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.37   Aeronautical experience requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.39   Skill requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.41   Retesting after failure.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.42   Flight engineer certificate issued on basis of a foreign flight engineer license.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.43   Flight engineer courses.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.51   Eligibility requirements; general.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.53   Knowledge requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.55   Experience requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.57   Skill requirements.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.59   Retesting after failure.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 63.61   Flight navigator courses.	PART 63 - CERTIFICATION: FLIGHT CREWMEMBERS OTHER THAN PILOTS
§ 65.1   Applicability.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.3   Certification of foreign airmen other than flight crewmembers.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.11   Application and issue.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.12   Offenses involving alcohol or drugs.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.13   Temporary certificate.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.14   Security disqualification.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.15   Duration of certificates.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.16   Change of name: Replacement of lost or destroyed certificate.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.17   Tests: General procedure.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.18   Written tests: Cheating or other unauthorized conduct.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.19   Retesting after failure.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.20   Applications, certificates, logbooks, reports, and records: Falsification, reproduction, or alteration.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.21   Change of address.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.31   Required credentials, certificates, and ratings or qualifications.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.33   Eligibility requirements: General.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.35   Knowledge requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.37   Skill requirements: Operating positions.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.39   Practical experience requirements: Facility rating.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.41   Skill requirements: Facility ratings.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.45   Performance of duties.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.47   Maximum hours.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.49   General operating rules.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.50   Currency requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.51   Certificate required.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.53   Eligibility requirements: General.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.55   Knowledge requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.57   Experience or training requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.59   Skill requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.61   Aircraft dispatcher certification courses: Content and minimum hours.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.63   Aircraft dispatcher certification courses: Application, duration, and other general requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.65   Aircraft dispatcher certification courses: Training facilities.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.67   Aircraft dispatcher certification courses: Personnel.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.70   Aircraft dispatcher certification courses: Records.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.71   Eligibility requirements: General.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.73   Ratings.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.75   Knowledge requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.77   Experience requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.79   Skill requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.80   Certificated aviation maintenance technician school students.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.81   General privileges and limitations.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.83   Recent experience requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.85   Airframe rating; additional privileges.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.87   Powerplant rating; additional privileges.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.89   Display of certificate.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.91   Inspection authorization.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.92   Inspection authorization: Duration.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.93   Inspection authorization: Renewal.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.95   Inspection authorization: Privileges and limitations.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.101   Eligibility requirements: General.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.103   Repairman certificate: Privileges and limitations.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.104   Repairman certificate - experimental aircraft builder - Eligibility, privileges and limitations.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.105   Display of certificate.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.107   Repairman certificate (light-sport aircraft): Eligibility, privileges, and limits.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.111   Certificate required.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.113   Eligibility requirements: General.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.115   Senior parachute rigger certificate: Experience, knowledge, and skill requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.117   Military riggers or former military riggers: Special certification rule.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.119   Master parachute rigger certificate: Experience, knowledge, and skill requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.121   Type ratings.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.123   Additional type ratings: Requirements.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.125   Certificates: Privileges.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.127   Facilities and equipment.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.129   Performance standards.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.131   Records.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 65.133   Seal.	PART 65 - CERTIFICATION: AIRMEN OTHER THAN FLIGHT CREWMEMBERS 
§ 67.1   Applicability.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.3   Issue.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.4   Application.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.7   Access to the National Driver Register.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.101   Eligibility.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.103   Eye.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.105   Ear, nose, throat, and equilibrium.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.107   Mental.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.109   Neurologic.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.111   Cardiovascular.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.113   General medical condition.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.115   Discretionary issuance.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
§ 67.201   Eligibility.	PART 67 - MEDICAL STANDARDS AND CERTIFICATION 
